latitude,longitude,elevation
  51.75910,-115.78026,2418.13452
  52.09633,-115.68009,1525.25989
  52.13070,-115.54972,1556.54688
  52.08225,-115.87079,1610.20630
  51.88607,-115.55588,1705.62134
  51.78410,-115.76700,2266.95190
  51.94713,-115.82541,2282.80591
  51.80074,-115.64983,1997.37207
  51.79332,-115.74557,2273.39551
  52.04559,-115.74238,1763.07825
  51.93200,-115.88475,2311.50781
  51.73951,-115.68172,1990.34045
  51.97884,-115.57531,1544.26489
  51.91994,-115.87079,2209.95557
  51.98372,-115.77163,1739.80261
  52.04936,-115.67808,1530.40369
  52.15375,-115.61863,1573.36829
  52.12857,-115.72343,1529.82825
  51.78511,-115.57502,2117.89697
  52.10148,-115.88237,1670.55908
  51.78158,-115.79593,2705.21118
  51.85402,-115.91302,1696.68518
  51.96493,-115.68416,1538.68433
  51.96095,-115.80998,2127.96338
  52.10218,-115.85018,1646.19580
  51.99131,-115.76150,1673.84009
  51.99111,-115.89906,1864.64185
  51.83580,-115.70290,1853.48071
  51.83879,-115.85247,2231.17773
  51.73280,-115.77715,2463.50146
  52.02815,-115.78546,1649.57764
  51.74546,-115.57845,1630.29492
  52.13429,-115.90058,1720.00989
  51.90877,-115.71081,1710.69641
  51.95718,-115.85930,2166.39575
  52.13676,-115.48970,1459.97864
  51.82164,-115.50143,2209.76880
  51.96140,-115.56434,1726.37659
  51.96694,-115.66684,1530.30933
  52.11716,-115.52680,1712.48877
  51.84821,-115.49418,1736.60913
  52.06534,-115.91303,1835.82166
  51.79199,-115.62213,2000.43982
  51.94995,-115.80014,2406.11182
  51.79237,-115.76807,2391.11206
  51.77384,-115.85710,2156.80200
  51.81264,-115.86872,2525.42212
  51.78347,-115.57478,2144.70923
  51.89170,-115.74701,1784.47656
  51.77459,-115.64414,1995.91638
  51.94820,-115.52282,1591.56274
  52.01344,-115.79895,1697.80054
  51.72823,-115.53103,1556.17737
  51.85060,-115.73869,1765.90833
  52.07526,-115.90022,1712.58801
  52.08371,-115.48760,1605.01807
  52.01599,-115.83311,1841.68420
  52.12568,-115.64464,1726.20996
  51.83262,-115.56361,2146.38110
  51.98899,-115.69715,1644.24426
  52.02167,-115.84086,1828.52539
  51.76957,-115.80717,2363.31421
  51.88927,-115.52064,1691.05505
  51.81045,-115.82743,2239.02661
  52.07253,-115.58112,1659.52747
  51.75703,-115.87279,2233.96216
  51.97252,-115.52203,1843.01648
  51.80433,-115.76439,2147.31250
  51.84483,-115.77066,1799.01135
  51.97255,-115.79930,1839.61279
  51.76288,-115.77557,2233.60376
  51.84140,-115.60280,2240.86353
  52.10215,-115.69269,1520.75134
  52.09034,-115.66281,1715.43274
  51.82757,-115.55027,2156.43066
  51.74581,-115.73939,2201.36084
  52.08156,-115.49873,1643.12646
  51.87641,-115.81466,1674.29138
  51.92223,-115.68396,1558.60352
  51.96139,-115.89328,1927.93005
  51.90648,-115.85714,2034.18701
  51.77694,-115.82148,2549.15308
  51.99936,-115.72652,1526.84216
  51.94929,-115.49409,1806.80115
  52.07363,-115.70424,1603.25891
  52.02894,-115.83235,1781.75366
  51.98372,-115.68611,1689.68091
  52.00777,-115.80268,1759.67786
  51.76918,-115.85589,2271.69409
  51.96311,-115.67445,1539.80078
  51.80970,-115.68985,2087.79761
  52.12930,-115.87331,1663.28674
  52.09067,-115.51421,1714.08875
  52.09264,-115.49243,1530.62439
  51.73195,-115.85373,2338.91943
  52.11072,-115.88559,1805.36499
  52.05462,-115.81113,1633.89612
  52.10998,-115.64484,1806.91602
  51.75084,-115.73901,2367.46436
  52.02709,-115.65271,1549.58765
  51.77621,-115.57017,2173.76807
  51.94211,-115.81386,2455.26904
  51.78067,-115.69908,2426.20825
  51.73890,-115.57148,1599.61072
  51.94451,-115.69687,1544.00000
  51.88015,-115.77470,1609.00000
  52.13245,-115.51024,1513.44885
  51.84425,-115.84357,2013.74622
  52.09346,-115.59900,1598.42981
  51.88019,-115.64207,1735.64404
  51.95120,-115.60889,1678.77490
  51.98912,-115.57291,1457.10620
  51.98691,-115.76882,1695.55017
  51.96362,-115.70200,1539.85815
  52.05208,-115.54986,1468.57532
  51.75336,-115.73177,2254.64429
  52.06239,-115.51046,1718.31763
  51.87900,-115.63824,1707.67834
  51.73380,-115.91296,2249.66675
  52.02594,-115.77787,1639.73718
  52.14542,-115.77659,1725.50208
  51.91868,-115.85000,2183.02368
  51.99027,-115.62191,1478.88440
  52.07467,-115.86712,1670.37256
  51.73511,-115.62317,1705.47729
  52.10581,-115.85107,1709.14343
  52.10285,-115.84583,1656.68896
  51.76040,-115.79942,2576.21948
  51.84547,-115.75245,1787.98010
  52.14044,-115.69174,1672.52661
  51.93116,-115.86654,2336.67432
  51.76194,-115.63228,2078.12939
  51.79371,-115.71380,2058.55908
  52.15359,-115.70494,1737.40283
  52.10211,-115.60934,1671.36353
  52.04153,-115.78073,1666.88452
  51.76156,-115.52687,1685.48682
  51.89056,-115.87591,2387.30225
  51.99719,-115.52821,1611.03674
  51.81030,-115.81487,2354.49048
  51.92083,-115.59596,1749.73767
  51.96396,-115.71540,1549.75757
  51.74130,-115.91144,2458.16040
  51.89974,-115.84069,2193.21582
  51.73810,-115.80021,2590.21509
  51.72903,-115.65591,1713.67908
  51.80440,-115.89086,2329.49854
  52.12452,-115.57081,1561.88013
  51.91371,-115.53625,1807.18530
  51.73381,-115.76978,2671.96216
  51.82153,-115.70354,2035.91992
  51.73915,-115.73379,2569.54272
  51.77264,-115.65046,2053.79761
  52.07573,-115.83113,1652.61816
  52.01803,-115.72220,1661.40137
  51.78902,-115.53728,1764.81946
  51.74258,-115.81012,2629.38696
  51.94516,-115.74364,2184.71729
  52.04148,-115.49743,1749.26880
  52.12233,-115.85965,1645.89429
  52.08066,-115.79547,1691.82947
  51.88989,-115.89865,2148.90381
  51.84242,-115.91335,2200.18872
  51.88340,-115.52985,1665.51196
  51.74721,-115.71542,2166.26929
  51.89252,-115.87860,2443.87280
  52.10097,-115.73499,1621.72131
  52.05334,-115.64397,1470.50830
  52.08404,-115.79505,1719.64197
  51.86770,-115.53942,1872.77173
  52.13846,-115.70517,1623.18958
  51.92846,-115.64142,1669.05457
  51.75254,-115.87244,2419.98901
  51.79094,-115.68320,2096.80103
  52.02152,-115.68909,1499.95068
  51.84643,-115.58021,2205.74902
  52.13709,-115.48250,1488.53271
  51.95065,-115.61646,1606.12830
  51.83338,-115.66023,2333.42285
  51.79710,-115.64246,2023.37537
  52.11757,-115.50247,1620.31824
  52.15051,-115.50571,1621.37952
  51.80963,-115.65794,1977.35315
  51.94718,-115.55395,1519.96729
  52.07450,-115.57139,1619.84827
  52.01150,-115.90919,1893.30957
  51.83814,-115.80813,2130.66992
  52.12389,-115.84532,1634.42102
  51.83501,-115.86730,2616.36255
  52.10491,-115.65428,1617.44177
  52.02519,-115.52737,1562.79456
  51.79213,-115.88864,2146.36157
  51.76304,-115.63820,2132.55859
  52.05782,-115.53017,1531.24438
  52.08598,-115.56230,1580.54028
  52.14013,-115.66446,1576.40759
  51.79028,-115.65965,1962.72632
  52.02938,-115.63639,1505.45142
  52.14276,-115.70703,1648.44690
  51.76280,-115.85648,2304.11035
  52.12472,-115.71561,1523.96545
  52.11304,-115.84948,1769.26416
  52.13462,-115.75386,1615.55566
  51.73096,-115.88723,2256.69824
  51.99555,-115.63218,1599.13025
  51.74775,-115.62665,1844.23523
  51.85016,-115.87794,1762.73352
  52.08848,-115.71130,1537.55798
  51.77307,-115.54769,1884.15588
  51.78414,-115.84685,2585.10059
  52.08481,-115.60139,1612.02576
  52.05371,-115.62646,1460.58191
  51.91812,-115.87385,2187.29565
  51.75184,-115.54837,1665.19006
  52.02683,-115.49325,1493.30322
  51.93434,-115.63557,1589.56384
  51.80649,-115.74188,2374.49658
  52.05645,-115.58258,1460.52893
  52.04732,-115.79201,1625.68420
  51.94256,-115.49739,1669.32666
  52.09338,-115.88826,1653.47607
  51.88363,-115.75123,1596.00000
  51.95074,-115.78797,2178.16821
  51.77436,-115.88434,2527.59473
  51.99041,-115.49785,1670.99011
  52.06010,-115.54841,1518.86865
  51.94709,-115.72518,2057.04175
  51.86656,-115.55131,2149.91553
  51.93406,-115.66274,1732.93188
  52.11137,-115.78367,1589.22424
  51.80624,-115.65948,1996.89880
  51.75701,-115.85771,2441.46216
  51.73858,-115.69762,2082.69067
  52.12863,-115.84350,1751.04956
  51.91456,-115.88219,2351.34839
  52.03552,-115.73710,1664.67676
  52.14358,-115.75127,1808.72595
  51.92690,-115.54557,1658.64490
  51.76873,-115.69287,2430.17993
  51.80888,-115.76849,1994.17615
  51.74820,-115.58990,1691.97595
  52.12066,-115.75527,1541.91479
  51.95977,-115.49420,1640.41248
  52.01671,-115.69780,1503.46899
  51.74227,-115.50350,1646.96497
  52.03393,-115.60786,1557.53369
  52.00689,-115.58280,1525.59070
  51.73379,-115.86362,2482.73022
  52.04329,-115.70154,1546.03455
  51.82810,-115.78406,1847.93005
  51.98036,-115.64641,1584.09290
  51.86558,-115.69072,2182.99146
  51.72857,-115.58798,1577.65100
  52.14974,-115.72635,1483.13464
  52.03756,-115.52529,1413.24805
  52.03618,-115.84105,1704.90405
  51.77693,-115.88449,2404.18848
  52.01531,-115.54358,1540.99780
  52.00252,-115.54241,1541.19189
  51.73531,-115.90297,2536.69360
  51.77996,-115.77639,2358.10596
  51.93882,-115.63214,1605.74622
  52.12355,-115.69996,1560.32654
  51.76882,-115.67540,2522.12622
  51.81479,-115.79238,2149.32471
  52.02974,-115.77816,1633.55518
  51.80960,-115.70889,2116.44019
  52.07174,-115.52421,1574.54590
  51.76189,-115.88705,2529.21973
  51.89392,-115.80166,2009.30286
  51.88155,-115.54377,1696.70410
  52.05960,-115.57533,1510.38379
  51.88501,-115.77027,1630.56543
  52.07043,-115.77929,1700.82214
  52.10974,-115.55303,1726.03992
  52.03891,-115.60194,1566.48364
  51.78141,-115.60176,2043.20093
  51.73343,-115.79026,2572.15234
  52.10294,-115.71076,1554.79626
  52.15376,-115.69019,1629.93958
  51.80432,-115.75217,2359.19751
  52.12279,-115.49641,1539.20361
  51.73019,-115.48477,1603.97510
  51.85088,-115.77262,1848.74939
  51.79365,-115.66380,1940.34448
  51.73688,-115.84916,2216.72095
  51.77046,-115.56894,2023.94104
  51.87999,-115.64001,1701.25696
  51.98805,-115.67755,1698.62964
  51.93768,-115.58785,1735.43896
  51.78768,-115.55141,1912.77893
  51.78068,-115.72449,2179.31104
  51.98328,-115.80088,2079.82544
  52.05300,-115.55168,1498.45581
  51.78955,-115.71975,2100.02466
  52.14198,-115.67690,1681.97815
  51.90152,-115.52918,1669.53589
  51.85439,-115.56371,1877.45801
  51.81093,-115.65347,1995.14551
  52.08830,-115.52879,1754.08569
  51.73635,-115.66897,1792.06213
  52.09135,-115.69699,1531.46838
  51.87426,-115.77324,1641.62158
  51.94451,-115.65836,1537.69934
  51.95470,-115.85060,2004.80273
  51.99687,-115.69537,1786.44775
  52.12419,-115.71221,1530.04163
  51.86914,-115.86861,1689.81470
  51.99626,-115.62376,1541.71997
  51.74667,-115.50762,1643.16760
  51.75871,-115.65335,2401.83008
  52.04562,-115.70958,1616.00061
  51.94273,-115.58269,1607.42151
  51.99760,-115.51023,1537.81201
  51.89438,-115.78364,1984.94189
  51.96181,-115.55953,1785.81555
  52.00573,-115.65619,1752.30273
  51.77273,-115.87808,2361.68945
  51.74966,-115.65039,2195.57275
  52.01741,-115.61412,1622.59180
  51.85278,-115.75863,1806.23669
  51.85680,-115.60252,1930.47620
  52.12424,-115.77408,1578.68701
  51.88011,-115.50477,1639.44922
  51.84406,-115.64861,2070.89648
  51.84330,-115.87634,2026.10693
  51.78620,-115.59061,2133.60278
  51.80396,-115.79927,2426.01489
  51.73347,-115.90234,2499.31982
  51.90649,-115.60552,1924.54700
  52.06416,-115.81232,1649.73706
  52.06278,-115.83973,1683.35559
  51.97843,-115.63059,1473.15039
  52.12550,-115.89093,1686.51135
  51.90081,-115.67635,1616.06006
  51.76475,-115.80154,2511.26123
  52.13779,-115.89218,1713.49585
  51.95314,-115.64313,1527.52026
  52.06201,-115.72954,1725.04810
  51.98107,-115.57754,1506.89160
  51.95369,-115.68316,1534.99194
  52.07020,-115.80693,1748.59595
  51.80418,-115.70169,1988.63110
  52.06238,-115.90396,1853.29468
  51.96921,-115.55250,1680.49231
  51.74063,-115.66423,1895.85413
  51.97608,-115.74960,1704.24475
  51.80969,-115.74094,2381.03394
  52.15075,-115.74504,1615.41699
  51.84049,-115.90740,2324.82959
  52.05023,-115.57139,1450.75977
  52.04007,-115.56367,1428.00000
  52.06011,-115.64963,1592.83716
  51.74858,-115.87313,2479.29468
  51.81303,-115.54635,1972.77197
  52.11028,-115.50976,1617.49207
  52.13215,-115.72947,1556.79175
  51.96063,-115.68982,1537.27344
  52.06290,-115.61035,1586.95947
  52.03253,-115.65404,1479.22607
  51.77824,-115.73365,2226.22192
  51.91997,-115.55367,1813.96606
  51.76608,-115.74398,2260.31909
  52.10180,-115.86654,1686.09534
  51.90919,-115.72932,1693.12024
  52.15356,-115.84779,1861.40137
  52.07409,-115.77310,1775.39624
  51.80331,-115.74743,2356.15405
  51.83263,-115.75201,1787.20630
  51.85821,-115.86619,1672.02563
  51.96085,-115.49241,1639.15784
  51.83089,-115.81287,1922.76538
  52.06123,-115.68045,1506.27991
  51.89413,-115.73555,1740.56787
  52.04797,-115.83383,1675.40930
  51.73207,-115.89233,2419.18066
  52.04377,-115.61087,1523.10413
  52.15338,-115.78140,1747.16821
  51.99027,-115.57822,1457.00000
  51.95812,-115.55822,1736.63184
  51.88315,-115.49060,1669.46814
  52.10172,-115.64627,1657.42896
  51.93232,-115.51122,1693.06958
  51.76966,-115.88685,2561.95020
  51.82432,-115.86988,2711.75439
  51.76016,-115.57951,1729.35132
  52.06682,-115.76650,1656.77283
  52.04728,-115.60103,1445.00000
  51.97933,-115.83300,2034.39722
  51.88747,-115.77021,1743.00696
  51.94996,-115.87052,2268.44507
  51.79737,-115.59366,2150.10352
  51.85898,-115.53257,1964.68518
  51.90026,-115.73739,2145.29175
  52.02786,-115.70457,1688.25598
  51.95736,-115.58597,1641.49512
  52.11635,-115.70789,1529.06763
  51.96238,-115.50993,1479.87610
  52.08115,-115.50577,1629.81543
  51.74497,-115.62993,1830.80872
  51.81814,-115.58580,2320.61523
  51.85012,-115.72590,1766.99280
  51.87319,-115.85382,1738.21252
  51.86956,-115.64959,1933.85889
  51.92863,-115.90870,2205.82837
  51.85744,-115.60619,1989.28833
  51.75252,-115.59913,1732.83606
  51.97651,-115.64181,1508.29346
  51.92685,-115.56478,1679.20581
  51.75984,-115.66549,2494.63232
  51.96590,-115.89508,2162.56885
  51.78695,-115.81697,2883.84863
  51.97497,-115.66824,1551.91589
  51.72940,-115.59553,1615.66943
  51.92326,-115.54194,1657.18103
  52.12426,-115.90174,1742.42725
  51.86964,-115.54955,1928.58228
  52.06183,-115.50314,1786.44690
  52.02538,-115.56876,1544.45337
  52.00953,-115.52072,1412.73938
  51.79190,-115.52106,1934.86182
  51.85885,-115.76353,1752.19775
  51.77194,-115.82262,2857.76562
  51.83871,-115.70105,1798.92456
  51.94876,-115.64218,1633.27014
  51.89961,-115.59680,1851.86792
  51.81093,-115.89084,2565.03809
  52.11556,-115.56454,1657.37952
  51.88845,-115.57152,1828.43909
  52.14741,-115.78993,1693.84021
  51.78587,-115.70126,2337.54297
  51.88701,-115.54487,1654.50903
  52.00539,-115.52398,1418.99255
  51.90351,-115.72042,1665.12036
  51.81044,-115.51164,2354.31421
  51.99699,-115.72846,1531.62793
  51.98520,-115.76687,1716.52454
  52.05706,-115.61035,1481.30469
  52.14233,-115.69845,1671.52637
  51.90859,-115.52901,1744.82483
  51.95585,-115.60409,1722.19324
  52.13578,-115.76218,1628.03088
  52.00660,-115.85969,2201.19702
  51.83085,-115.83317,2470.05542
  51.94782,-115.80201,2252.68481
  51.91227,-115.80444,2147.19360
  52.04878,-115.58956,1440.49792
  51.73071,-115.56789,1573.61279
  52.05890,-115.58399,1476.15002
  51.82890,-115.81334,1890.65723
  51.98707,-115.52731,1873.99780
  51.93705,-115.65138,1598.70178
  51.91193,-115.62754,1879.64307
  51.98421,-115.54594,1620.20764
  51.92269,-115.70345,1587.79089
  51.82768,-115.68938,1864.60742
  52.15004,-115.65134,1483.45154
  51.83875,-115.57845,2230.68359
  52.11755,-115.63186,1760.96045
  51.95515,-115.68548,1539.48340
  51.88591,-115.70032,1645.00342
  51.96718,-115.65414,1538.91150
  52.09221,-115.71351,1542.55383
  52.11742,-115.65789,1704.79211
  51.92242,-115.79814,2073.12646
  52.00634,-115.75616,1640.44873
  51.75266,-115.70097,2087.79199
  51.84993,-115.78983,1859.65930
  51.99604,-115.70866,1583.16016
  51.83881,-115.54006,2255.17896
  51.81016,-115.87550,2765.68042
  51.94129,-115.60515,1669.83765
  51.86847,-115.63950,2295.53955
  52.14775,-115.54528,1713.01501
  51.76243,-115.53777,1735.13464
  51.86957,-115.67620,2578.43823
  51.85337,-115.83892,1725.85339
  51.78522,-115.60721,1985.02954
  51.83758,-115.56025,2268.46997
  51.99636,-115.70703,1608.20349
  52.10707,-115.71438,1534.16370
  52.03677,-115.59929,1602.31396
  51.91411,-115.63983,2049.93921
  52.10887,-115.89495,1758.81201
  51.78499,-115.58973,2161.29199
  51.93888,-115.87383,2082.07739
  51.80846,-115.53495,1885.66260
  51.75503,-115.75290,2692.57812
  51.95038,-115.72834,1760.09875
  51.81133,-115.75094,2257.66895
  51.74670,-115.55674,1623.40161
  51.93659,-115.57151,1521.74036
  51.99176,-115.79390,1769.68030
  51.83174,-115.80922,1900.01721
  52.12194,-115.63142,1701.19666
  52.13505,-115.89816,1764.05090
  51.83820,-115.84033,2255.97168
  51.97777,-115.75919,1731.22571
  51.92473,-115.63839,1844.78113
  52.03909,-115.80158,1670.37842
  51.78871,-115.84010,2445.23462
  52.12996,-115.64980,1748.73303
  51.91990,-115.83044,2527.49194
  52.09914,-115.76780,1633.39880
  52.07467,-115.75036,1633.64050
  51.77983,-115.70034,2427.87231
  52.14753,-115.91093,1792.36646
  51.81133,-115.85302,2403.89624
  51.86372,-115.90610,1766.10120
  52.13741,-115.65835,1534.52673
  52.12699,-115.48468,1489.52942
  51.91227,-115.53547,1822.41077
  51.85897,-115.58943,2009.38782
  51.94224,-115.52473,1592.39087
  52.02862,-115.54363,1554.24512
  51.94138,-115.62886,1636.77490
  51.97168,-115.72133,1527.55750
  51.90989,-115.66461,1900.75598
  51.96004,-115.85220,2038.46423
  51.94677,-115.82483,2310.70850
  52.08838,-115.59739,1631.36914
  51.87667,-115.50117,1654.96558
  51.97860,-115.59282,1481.54639
  52.15018,-115.81150,1664.56787
  51.74044,-115.71260,2146.01782
  51.97506,-115.84927,2164.48682
  51.83601,-115.57443,2073.60474
  52.05967,-115.67490,1503.97742
  52.02190,-115.87238,2205.87671
  51.93008,-115.61152,1702.63586
  51.80216,-115.58139,2275.20557
  51.87480,-115.80380,1648.22815
  51.93105,-115.68771,1552.00000
  51.90745,-115.54403,1654.43835
  51.94739,-115.70868,1590.02551
  52.01629,-115.85248,2156.64038
  52.04728,-115.64630,1467.79224
  52.02179,-115.65784,1551.46899
  51.89267,-115.52456,1693.19775
  51.73192,-115.64106,1732.78992
  51.81896,-115.78705,2162.50146
  51.86960,-115.66870,2331.03076
  51.82313,-115.90933,2596.41699
  51.81860,-115.49088,2152.07935
  52.07983,-115.67640,1510.25854
  52.10284,-115.83067,1624.15002
  52.08266,-115.79431,1715.97131
  51.73994,-115.74444,2389.12305
  52.00889,-115.78657,1670.77490
  52.01737,-115.55640,1682.94287
  51.89894,-115.53834,1761.92151
  52.05847,-115.85421,1747.24524
  51.84241,-115.79842,2070.45190
  51.87963,-115.69572,1825.24329
  52.07605,-115.80481,1767.16162
  52.09019,-115.70769,1530.13110
  51.76580,-115.51637,1745.77014
  52.14915,-115.91419,1792.01746
  52.00193,-115.52976,1457.12231
  51.93411,-115.56407,1620.53894
  52.12364,-115.56453,1618.04663
  51.73976,-115.48205,1689.77856
  51.97716,-115.55204,1646.43396
  51.84551,-115.71114,1823.99548
  52.11461,-115.81192,1738.39636
  51.98218,-115.79524,1846.16650
  51.87908,-115.69548,1818.36768
  51.72901,-115.87361,2701.36353
  51.93160,-115.66228,1839.25159
  51.97699,-115.66346,1555.33313
  51.99220,-115.89378,1906.00867
  52.03998,-115.71626,1558.95056
  51.76136,-115.76299,2559.08887
  51.96673,-115.78234,2007.17554
  51.99956,-115.59908,1512.98462
  51.92342,-115.62270,1724.49036
  52.04253,-115.90198,2256.76538
  52.13983,-115.64247,1596.01343
  51.89048,-115.56912,1753.48071
  52.07629,-115.85663,1683.76392
  51.99682,-115.48576,1589.07410
  51.74730,-115.63875,1960.44592
  51.80322,-115.61934,2237.47949
  51.75000,-115.84896,2393.73071
  52.07237,-115.76609,1774.14453
  52.05541,-115.66556,1488.36414
  51.88824,-115.64036,2019.92761
  51.72749,-115.85166,2490.76685
  52.10284,-115.49474,1578.08228
  51.80151,-115.75029,2380.78076
  51.74902,-115.64660,2225.24487
  51.99167,-115.84927,2072.99170
  51.98748,-115.89193,1977.28235
  51.88652,-115.91239,2455.10400
  51.82047,-115.80785,2016.28076
  52.15175,-115.74968,1603.88318
  51.77581,-115.48566,2007.29016
  52.03720,-115.78497,1648.82227
  51.92269,-115.54204,1664.84851
  51.74452,-115.70273,2306.07373
  52.13397,-115.52596,1571.60669
  52.04062,-115.76472,1712.16443
  51.90637,-115.56759,1646.49060
  51.76242,-115.49631,2002.32263
  51.85824,-115.70817,1869.00781
  51.82113,-115.83412,2063.10303
  52.06207,-115.71963,1679.09045
  52.10742,-115.55306,1738.62354
  52.05357,-115.69150,1564.17371
  52.11518,-115.60779,1605.04150
  52.06864,-115.56426,1507.08069
  51.73882,-115.63226,1771.38245
  51.73706,-115.62748,1741.50598
  51.95422,-115.66394,1543.96960
  51.97375,-115.72768,1566.40625
  51.75381,-115.70904,2105.74097
  52.00335,-115.79979,1774.42249
  52.01069,-115.77911,1691.13574
  52.14186,-115.76508,1629.81067
  51.96242,-115.88832,1993.80444
  52.01065,-115.55693,1598.00244
  52.09000,-115.83946,1611.57300
  52.10324,-115.85210,1659.05115
  51.85541,-115.85969,1709.17371
  51.75106,-115.87435,2403.09009
  51.99888,-115.49954,1536.39551
  52.00401,-115.61293,1559.71924
  51.93546,-115.61521,1558.97180
  51.94499,-115.77023,2042.07617
  52.14888,-115.66944,1542.15552
  51.96276,-115.66787,1542.49866
  52.14032,-115.90392,1770.93921
  52.08340,-115.49770,1614.75977
  51.92273,-115.73384,2031.91248
  52.00690,-115.60095,1697.69434
  52.01154,-115.60232,1742.10461
  51.75768,-115.63470,2161.39478
  51.93489,-115.73923,2065.15845
  51.74583,-115.71758,2167.37524
  51.82198,-115.80216,2058.67407
  52.01582,-115.66606,1632.14270
  51.97292,-115.48356,1717.10803
  52.06404,-115.52127,1615.59021
  52.08953,-115.56117,1653.33008
  51.89859,-115.71441,1587.18372
  51.94705,-115.61970,1568.10583
  51.88219,-115.67961,2222.42090
  51.85837,-115.56260,2024.18530
  51.83009,-115.66616,2233.08911
  52.07568,-115.90118,1717.40881
  51.82922,-115.88283,2437.78564
  51.78786,-115.83229,2380.80225
  51.91389,-115.80137,2085.58423
  52.03109,-115.86169,1818.22803
  51.85316,-115.77210,1850.04700
  51.80438,-115.52645,2048.30029
  52.02013,-115.76110,1607.52722
  52.11113,-115.58339,1693.60791
  51.72896,-115.89894,2367.93701
  52.04177,-115.49590,1789.07166
  51.74132,-115.73585,2381.93872
  51.86779,-115.65490,1960.26184
  51.83246,-115.84525,2544.86938
  51.89555,-115.90150,2232.02710
  51.91701,-115.91418,2485.36133
  51.91298,-115.49993,1547.12915
  52.10224,-115.71911,1630.09229
  51.80719,-115.72624,2240.07202
  51.82292,-115.76403,1896.60645
  52.06898,-115.53468,1574.51880
  51.89309,-115.90633,2206.29956
  51.72938,-115.77942,2406.94531
  51.75769,-115.82884,2413.17407
  51.91414,-115.58332,1619.29126
  51.94918,-115.59593,1697.27393
  51.81887,-115.58451,2318.40161
  51.83401,-115.80589,1938.56958
  51.98771,-115.57361,1461.61450
  52.14589,-115.76406,1651.18640
  52.13412,-115.77945,1669.89001
  51.85844,-115.75090,1826.98169
  52.15343,-115.61743,1580.22791
  51.82051,-115.49959,2246.37573
  52.14021,-115.72796,1587.08545
  51.87635,-115.55843,1887.41675
  52.10635,-115.53732,1614.74792
  51.94072,-115.62053,1566.96216
  51.97250,-115.74162,1696.70154
  52.15113,-115.49573,1671.56848
  52.10392,-115.77212,1568.33203
  51.89645,-115.60663,1838.22510
  51.92145,-115.75102,2214.84302
  51.96246,-115.69313,1541.75671
  52.02637,-115.51315,1463.84912
  52.06836,-115.67860,1496.00000
  51.74125,-115.60844,1707.93164
  52.10251,-115.74533,1617.58301
  51.73618,-115.65503,1766.20984
  52.03233,-115.81533,1809.92542
  51.82059,-115.49944,2249.37573
  51.91443,-115.88822,2200.82544
  52.06325,-115.76179,1588.62939
  51.73356,-115.82684,2097.91968
  51.93714,-115.61073,1562.07068
  52.05439,-115.71727,1710.94958
  51.81158,-115.70604,2165.72559
  51.74092,-115.65723,1842.41772
  51.78755,-115.52571,1836.47754
  52.00097,-115.86021,2222.73315
  51.99784,-115.85297,2132.30859
  51.75579,-115.64603,2313.10352
  52.06850,-115.78822,1674.97375
  51.88811,-115.86855,2307.76074
  51.91644,-115.75623,1903.14575
  52.09141,-115.88713,1648.86560
  51.82909,-115.60517,2071.89746
  51.88111,-115.89498,2079.40674
  52.05449,-115.82485,1646.74890
  52.04955,-115.63516,1462.00000
  52.05076,-115.74558,1785.31653
  52.01200,-115.60576,1701.07788
  51.98499,-115.78438,1788.35876
  52.10430,-115.72160,1599.58838
  52.07450,-115.90085,1733.73022
  51.77050,-115.77865,2219.10522
  52.13448,-115.74937,1608.42432
  51.95235,-115.72296,1743.89868
  51.87670,-115.77035,1607.41760
  51.90881,-115.80835,2358.97778
  51.88650,-115.89244,2048.96338
  52.03082,-115.87365,1964.65845
  51.81883,-115.70552,2152.69287
  52.09237,-115.56221,1668.14026
  52.10474,-115.61743,1646.32678
  51.80852,-115.68870,2095.05005
  52.07153,-115.90827,1933.18115
  51.94078,-115.65948,1538.84021
  51.73944,-115.83714,2175.64160
  52.01019,-115.90255,2028.89490
  52.09381,-115.69326,1519.40540
  52.03031,-115.52598,1528.92065
  52.11710,-115.90718,1805.05017
  51.86840,-115.61709,1803.46326
  51.73123,-115.66979,1703.14526
  51.76493,-115.52303,1703.15857
  51.91837,-115.68204,1648.65515
  52.12739,-115.78966,1611.14331
  52.09070,-115.65996,1758.28809
  51.92993,-115.84061,2584.40894
  51.80982,-115.60743,2170.34595
  51.91992,-115.82351,2439.38818
  51.82368,-115.85965,2399.88574
  51.92826,-115.61879,1634.97632
  51.83030,-115.58741,2034.14807
  51.80979,-115.56055,2009.40698
  51.98493,-115.53365,1863.29565
  52.07943,-115.66063,1726.82751
  51.83578,-115.69731,1802.38733
  52.02112,-115.83468,1799.91284
  52.07444,-115.59777,1549.94971
  51.78543,-115.52501,1817.97278
  51.79998,-115.86675,2508.48145
  51.76079,-115.78526,2232.75952
  52.02018,-115.68683,1493.47388
  52.11161,-115.58249,1699.27722
  52.11639,-115.73826,1544.02246
  51.96279,-115.65462,1567.56812
  52.07094,-115.78888,1673.29138
  52.00000,-115.86323,2148.02271
  51.89883,-115.79063,2174.73267
  51.77066,-115.66001,2206.86255
  52.02051,-115.83989,1835.24097
  52.02040,-115.75912,1610.51807
  51.92695,-115.80766,2160.50464
  52.13242,-115.64670,1789.56274
  51.98493,-115.52756,1946.43738
  52.09008,-115.88876,1651.48633
